tenure_months,sessions_30d,support_tickets_30d,monthly_price,auto_renew,customer_id,as_of,outcome_available_at,extracted_at,cancellation_confirmed_after_30d,churn_next_30d
12,11.0,0,29.0,1,synthetic-00592,2022-08-16,2022-09-15,2024-04-29,1,1
48,12.0,0,9.0,0,synthetic-00593,2022-08-17,2022-09-16,2024-04-29,0,0
16,17.0,0,9.0,0,synthetic-00594,2022-08-18,2022-09-17,2024-04-29,0,0
39,13.0,1,19.0,0,synthetic-00595,2022-08-19,2022-09-18,2024-04-29,1,1
28,16.0,3,9.0,0,synthetic-00596,2022-08-20,2022-09-19,2024-04-29,0,0
38,7.0,1,19.0,1,synthetic-00597,2022-08-21,2022-09-20,2024-04-29,1,1
31,15.0,1,19.0,1,synthetic-00598,2022-08-22,2022-09-21,2024-04-29,1,1
31,13.0,1,29.0,0,synthetic-00599,2022-08-23,2022-09-22,2024-04-29,0,0
30,6.0,1,19.0,1,synthetic-00600,2022-08-24,2022-09-23,2024-04-29,1,1
38,10.0,1,29.0,0,synthetic-00601,2022-08-25,2022-09-24,2024-04-29,1,1
36,18.0,1,19.0,0,synthetic-00602,2022-08-26,2022-09-25,2024-04-29,0,0
7,10.0,0,29.0,0,synthetic-00603,2022-08-27,2022-09-26,2024-04-29,1,1
40,15.0,1,19.0,1,synthetic-00604,2022-08-28,2022-09-27,2024-04-29,0,0
26,8.0,0,19.0,0,synthetic-00605,2022-08-29,2022-09-28,2024-04-29,0,0
16,17.0,3,19.0,1,synthetic-00606,2022-08-30,2022-09-29,2024-04-29,0,0
25,19.0,1,19.0,1,synthetic-00607,2022-08-31,2022-09-30,2024-04-29,0,0
47,20.0,2,29.0,1,synthetic-00608,2022-09-01,2022-10-01,2024-04-29,0,0
42,11.0,2,19.0,1,synthetic-00609,2022-09-02,2022-10-02,2024-04-29,1,1
41,12.0,4,9.0,0,synthetic-00610,2022-09-03,2022-10-03,2024-04-29,1,1
23,,1,19.0,0,synthetic-00611,2022-09-04,2022-10-04,2024-04-29,1,1
38,15.0,2,19.0,1,synthetic-00612,2022-09-05,2022-10-05,2024-04-29,0,0
19,11.0,0,19.0,0,synthetic-00613,2022-09-06,2022-10-06,2024-04-29,1,1
33,8.0,1,9.0,1,synthetic-00614,2022-09-07,2022-10-07,2024-04-29,0,0
31,11.0,1,9.0,0,synthetic-00615,2022-09-08,2022-10-08,2024-04-29,0,0
12,10.0,3,9.0,0,synthetic-00616,2022-09-09,2022-10-09,2024-04-29,1,1
13,11.0,3,19.0,1,synthetic-00617,2022-09-10,2022-10-10,2024-04-29,1,1
3,11.0,2,9.0,1,synthetic-00618,2022-09-11,2022-10-11,2024-04-29,0,0
7,10.0,1,19.0,1,synthetic-00619,2022-09-12,2022-10-12,2024-04-29,0,0
21,,1,9.0,1,synthetic-00620,2022-09-13,2022-10-13,2024-04-29,0,0
23,13.0,1,9.0,0,synthetic-00621,2022-09-14,2022-10-14,2024-04-29,0,0
8,11.0,2,9.0,1,synthetic-00622,2022-09-15,2022-10-15,2024-04-29,0,0
21,22.0,0,9.0,1,synthetic-00623,2022-09-16,2022-10-16,2024-04-29,0,0
30,5.0,0,9.0,1,synthetic-00624,2022-09-17,2022-10-17,2024-04-29,0,0
12,12.0,2,29.0,0,synthetic-00625,2022-09-18,2022-10-18,2024-04-29,0,0
17,13.0,0,9.0,1,synthetic-00626,2022-09-19,2022-10-19,2024-04-29,0,0
18,15.0,0,19.0,0,synthetic-00627,2022-09-20,2022-10-20,2024-04-29,0,0
25,14.0,0,19.0,0,synthetic-00628,2022-09-21,2022-10-21,2024-04-29,0,0
18,17.0,3,29.0,1,synthetic-00629,2022-09-22,2022-10-22,2024-04-29,0,0
36,13.0,2,19.0,1,synthetic-00630,2022-09-23,2022-10-23,2024-04-29,0,0
16,17.0,3,19.0,1,synthetic-00631,2022-09-24,2022-10-24,2024-04-29,0,0
21,11.0,1,29.0,1,synthetic-00632,2022-09-25,2022-10-25,2024-04-29,1,1
19,11.0,1,29.0,0,synthetic-00633,2022-09-26,2022-10-26,2024-04-29,1,1
9,9.0,0,9.0,0,synthetic-00634,2022-09-27,2022-10-27,2024-04-29,0,0
33,17.0,0,29.0,1,synthetic-00635,2022-09-28,2022-10-28,2024-04-29,0,0
12,9.0,1,19.0,1,synthetic-00636,2022-09-29,2022-10-29,2024-04-29,0,0
15,14.0,1,9.0,1,synthetic-00637,2022-09-30,2022-10-30,2024-04-29,0,0
39,10.0,2,19.0,1,synthetic-00638,2022-10-01,2022-10-31,2024-04-29,0,0
46,15.0,1,29.0,0,synthetic-00639,2022-10-02,2022-11-01,2024-04-29,0,0
33,20.0,1,9.0,0,synthetic-00640,2022-10-03,2022-11-02,2024-04-29,0,0
44,,1,9.0,0,synthetic-00641,2022-10-04,2022-11-03,2024-04-29,1,1
42,,1,29.0,1,synthetic-00642,2022-10-05,2022-11-04,2024-04-29,0,0
24,13.0,2,19.0,1,synthetic-00643,2022-10-06,2022-11-05,2024-04-29,0,0
37,13.0,0,9.0,1,synthetic-00644,2022-10-07,2022-11-06,2024-04-29,0,0
16,11.0,0,29.0,0,synthetic-00645,2022-10-08,2022-11-07,2024-04-29,0,0
23,11.0,0,19.0,0,synthetic-00646,2022-10-09,2022-11-08,2024-04-29,1,1
26,12.0,0,9.0,0,synthetic-00647,2022-10-10,2022-11-09,2024-04-29,0,0
47,11.0,1,9.0,1,synthetic-00648,2022-10-11,2022-11-10,2024-04-29,0,0
41,9.0,1,19.0,1,synthetic-00649,2022-10-12,2022-11-11,2024-04-29,0,0
24,13.0,0,9.0,0,synthetic-00650,2022-10-13,2022-11-12,2024-04-29,0,0
32,13.0,1,19.0,1,synthetic-00651,2022-10-14,2022-11-13,2024-04-29,0,0
10,16.0,1,9.0,1,synthetic-00652,2022-10-15,2022-11-14,2024-04-29,0,0
39,12.0,2,9.0,1,synthetic-00653,2022-10-16,2022-11-15,2024-04-29,0,0
27,17.0,2,29.0,0,synthetic-00654,2022-10-17,2022-11-16,2024-04-29,0,0
26,13.0,3,9.0,1,synthetic-00655,2022-10-18,2022-11-17,2024-04-29,1,1
37,8.0,1,29.0,0,synthetic-00656,2022-10-19,2022-11-18,2024-04-29,0,0
31,15.0,1,9.0,1,synthetic-00657,2022-10-20,2022-11-19,2024-04-29,0,0
4,15.0,0,19.0,1,synthetic-00658,2022-10-21,2022-11-20,2024-04-29,0,0
14,7.0,0,9.0,1,synthetic-00659,2022-10-22,2022-11-21,2024-04-29,0,0
9,9.0,1,19.0,1,synthetic-00660,2022-10-23,2022-11-22,2024-04-29,1,1
36,11.0,0,19.0,0,synthetic-00661,2022-10-24,2022-11-23,2024-04-29,0,0
2,,0,9.0,0,synthetic-00662,2022-10-25,2022-11-24,2024-04-29,0,0
10,,1,19.0,0,synthetic-00663,2022-10-26,2022-11-25,2024-04-29,0,0
29,12.0,0,29.0,0,synthetic-00664,2022-10-27,2022-11-26,2024-04-29,0,0
34,14.0,1,19.0,0,synthetic-00665,2022-10-28,2022-11-27,2024-04-29,1,1
25,-1.0,3,9.0,1,synthetic-00666,2022-10-29,2022-11-28,2024-04-29,1,1
42,11.0,1,29.0,0,synthetic-00667,2022-10-30,2022-11-29,2024-04-29,0,0
45,12.0,1,9.0,1,synthetic-00668,2022-10-31,2022-11-30,2024-04-29,0,0
7,10.0,0,9.0,0,synthetic-00669,2022-11-01,2022-12-01,2024-04-29,0,0
46,11.0,1,19.0,1,synthetic-00670,2022-11-02,2022-12-02,2024-04-29,0,0
30,17.0,0,9.0,0,synthetic-00671,2022-11-03,2022-12-03,2024-04-29,0,0
31,8.0,1,9.0,1,synthetic-00672,2022-11-04,2022-12-04,2024-04-29,0,0
5,17.0,0,29.0,1,synthetic-00673,2022-11-05,2022-12-05,2024-04-29,0,0
30,8.0,0,19.0,1,synthetic-00674,2022-11-06,2022-12-06,2024-04-29,0,0
35,15.0,0,29.0,1,synthetic-00675,2022-11-07,2022-12-07,2024-04-29,0,0
28,13.0,0,19.0,1,synthetic-00676,2022-11-08,2022-12-08,2024-04-29,0,0
5,11.0,3,19.0,1,synthetic-00677,2022-11-09,2022-12-09,2024-04-29,0,0
26,10.0,2,29.0,1,synthetic-00678,2022-11-10,2022-12-10,2024-04-29,0,0
45,7.0,0,9.0,1,synthetic-00679,2022-11-11,2022-12-11,2024-04-29,0,0
35,13.0,1,19.0,1,synthetic-00680,2022-11-12,2022-12-12,2024-04-29,0,0
7,16.0,0,29.0,0,synthetic-00681,2022-11-13,2022-12-13,2024-04-29,0,0
47,13.0,1,9.0,1,synthetic-00682,2022-11-14,2022-12-14,2024-04-29,0,0
47,11.0,0,29.0,1,synthetic-00683,2022-11-15,2022-12-15,2024-04-29,0,0
9,12.0,2,9.0,1,synthetic-00684,2022-11-16,2022-12-16,2024-04-29,0,0
39,9.0,0,19.0,1,synthetic-00685,2022-11-17,2022-12-17,2024-04-29,1,1
20,7.0,0,29.0,1,synthetic-00686,2022-11-18,2022-12-18,2024-04-29,1,1
29,15.0,2,9.0,1,synthetic-00687,2022-11-19,2022-12-19,2024-04-29,0,0
22,6.0,0,29.0,1,synthetic-00688,2022-11-20,2022-12-20,2024-04-29,1,1
38,14.0,4,9.0,1,synthetic-00689,2022-11-21,2022-12-21,2024-04-29,0,0
48,16.0,1,9.0,1,synthetic-00690,2022-11-22,2022-12-22,2024-04-29,0,0
39,13.0,2,19.0,1,synthetic-00691,2022-11-23,2022-12-23,2024-04-29,0,0
45,13.0,2,19.0,1,synthetic-00692,2022-11-24,2022-12-24,2024-04-29,0,0
46,12.0,2,29.0,0,synthetic-00693,2022-11-25,2022-12-25,2024-04-29,0,0
5,,5,29.0,1,synthetic-00694,2022-11-26,2022-12-26,2024-04-29,1,1
13,12.0,3,29.0,0,synthetic-00695,2022-11-27,2022-12-27,2024-04-29,1,1
35,13.0,2,19.0,1,synthetic-00696,2022-11-28,2022-12-28,2024-04-29,0,0
29,14.0,2,9.0,1,synthetic-00697,2022-11-29,2022-12-29,2024-04-29,0,0
3,14.0,0,29.0,1,synthetic-00698,2022-11-30,2022-12-30,2024-04-29,0,0
5,14.0,2,19.0,1,synthetic-00699,2022-12-01,2022-12-31,2024-04-29,0,0
25,13.0,1,9.0,1,synthetic-00700,2022-12-02,2023-01-01,2024-04-29,0,0
30,10.0,2,29.0,0,synthetic-00701,2022-12-03,2023-01-02,2024-04-29,0,0
9,17.0,3,19.0,0,synthetic-00702,2022-12-04,2023-01-03,2024-04-29,1,1
9,9.0,0,19.0,1,synthetic-00703,2022-12-05,2023-01-04,2024-04-29,0,0
7,16.0,0,19.0,1,synthetic-00704,2022-12-06,2023-01-05,2024-04-29,0,0
28,13.0,2,29.0,0,synthetic-00705,2022-12-07,2023-01-06,2024-04-29,1,1
1,12.0,1,9.0,1,synthetic-00706,2022-12-08,2023-01-07,2024-04-29,0,0
28,,2,19.0,1,synthetic-00707,2022-12-09,2023-01-08,2024-04-29,0,0
23,11.0,0,9.0,0,synthetic-00708,2022-12-10,2023-01-09,2024-04-29,0,0
23,8.0,1,19.0,1,synthetic-00709,2022-12-11,2023-01-10,2024-04-29,0,0
33,11.0,0,9.0,1,synthetic-00710,2022-12-12,2023-01-11,2024-04-29,0,0
26,12.0,1,19.0,1,synthetic-00711,2022-12-13,2023-01-12,2024-04-29,1,1
35,-1.0,1,29.0,1,synthetic-00712,2022-12-14,2023-01-13,2024-04-29,0,0
37,16.0,0,19.0,1,synthetic-00713,2022-12-15,2023-01-14,2024-04-29,0,0
45,7.0,2,29.0,0,synthetic-00714,2022-12-16,2023-01-15,2024-04-29,1,1
39,21.0,0,29.0,1,synthetic-00715,2022-12-17,2023-01-16,2024-04-29,0,0
25,17.0,2,9.0,1,synthetic-00716,2022-12-18,2023-01-17,2024-04-29,0,0
24,13.0,0,19.0,1,synthetic-00717,2022-12-19,2023-01-18,2024-04-29,1,1
12,16.0,0,19.0,0,synthetic-00718,2022-12-20,2023-01-19,2024-04-29,0,0
29,10.0,2,19.0,1,synthetic-00719,2022-12-21,2023-01-20,2024-04-29,1,1
7,12.0,1,29.0,0,synthetic-00720,2022-12-22,2023-01-21,2024-04-29,0,0
45,12.0,1,19.0,1,synthetic-00721,2022-12-23,2023-01-22,2024-04-29,0,0
41,7.0,0,9.0,1,synthetic-00722,2022-12-24,2023-01-23,2024-04-29,0,0
6,9.0,2,19.0,1,synthetic-00723,2022-12-25,2023-01-24,2024-04-29,1,1
38,8.0,2,9.0,1,synthetic-00724,2022-12-26,2023-01-25,2024-04-29,0,0
6,13.0,1,19.0,1,synthetic-00725,2022-12-27,2023-01-26,2024-04-29,0,0
35,8.0,2,19.0,0,synthetic-00726,2022-12-28,2023-01-27,2024-04-29,0,0
5,11.0,0,29.0,0,synthetic-00727,2022-12-29,2023-01-28,2024-04-29,1,1
24,18.0,3,9.0,0,synthetic-00728,2022-12-30,2023-01-29,2024-04-29,1,1
32,16.0,4,19.0,1,synthetic-00729,2022-12-31,2023-01-30,2024-04-29,0,0
35,13.0,2,9.0,1,synthetic-00730,2023-01-01,2023-01-31,2024-04-29,0,0
21,14.0,2,19.0,1,synthetic-00731,2023-01-02,2023-02-01,2024-04-29,0,0
45,15.0,0,19.0,1,synthetic-00732,2023-01-03,2023-02-02,2024-04-29,0,0
38,12.0,0,19.0,0,synthetic-00733,2023-01-04,2023-02-03,2024-04-29,0,0
10,10.0,4,9.0,0,synthetic-00734,2023-01-05,2023-02-04,2024-04-29,1,1
33,12.0,1,9.0,1,synthetic-00735,2023-01-06,2023-02-05,2024-04-29,0,0
36,22.0,0,19.0,0,synthetic-00736,2023-01-07,2023-02-06,2024-04-29,0,0
17,10.0,1,19.0,0,synthetic-00737,2023-01-08,2023-02-07,2024-04-29,1,1
36,13.0,2,9.0,1,synthetic-00738,2023-01-09,2023-02-08,2024-04-29,0,0
44,,0,19.0,0,synthetic-00739,2023-01-10,2023-02-09,2024-04-29,0,0
40,12.0,1,9.0,1,synthetic-00740,2023-01-11,2023-02-10,2024-04-29,0,0
37,13.0,1,19.0,1,synthetic-00741,2023-01-12,2023-02-11,2024-04-29,0,0
31,15.0,2,19.0,1,synthetic-00742,2023-01-13,2023-02-12,2024-04-29,0,0
13,-1.0,0,29.0,1,synthetic-00743,2023-01-14,2023-02-13,2024-04-29,0,0
39,4.0,1,29.0,1,synthetic-00744,2023-01-15,2023-02-14,2024-04-29,0,0
18,13.0,0,29.0,0,synthetic-00745,2023-01-16,2023-02-15,2024-04-29,0,0
26,6.0,2,9.0,1,synthetic-00746,2023-01-17,2023-02-16,2024-04-29,1,1
16,10.0,2,29.0,1,synthetic-00747,2023-01-18,2023-02-17,2024-04-29,0,0
16,12.0,1,19.0,1,synthetic-00748,2023-01-19,2023-02-18,2024-04-29,0,0
8,14.0,1,19.0,1,synthetic-00749,2023-01-20,2023-02-19,2024-04-29,0,0
47,10.0,1,29.0,0,synthetic-00750,2023-01-21,2023-02-20,2024-04-29,0,0
8,6.0,1,9.0,1,synthetic-00751,2023-01-22,2023-02-21,2024-04-29,0,0
5,11.0,1,9.0,0,synthetic-00752,2023-01-23,2023-02-22,2024-04-29,1,1
45,12.0,2,29.0,0,synthetic-00753,2023-01-24,2023-02-23,2024-04-29,0,0
27,13.0,0,19.0,1,synthetic-00754,2023-01-25,2023-02-24,2024-04-29,0,0
22,14.0,0,19.0,1,synthetic-00755,2023-01-26,2023-02-25,2024-04-29,0,0
36,12.0,1,9.0,1,synthetic-00756,2023-01-27,2023-02-26,2024-04-29,0,0
19,10.0,1,19.0,0,synthetic-00757,2023-01-28,2023-02-27,2024-04-29,0,0
7,9.0,0,9.0,0,synthetic-00758,2023-01-29,2023-02-28,2024-04-29,0,0
36,13.0,2,19.0,1,synthetic-00759,2023-01-30,2023-03-01,2024-04-29,0,0
9,13.0,1,19.0,1,synthetic-00760,2023-01-31,2023-03-02,2024-04-29,0,0
27,10.0,1,29.0,0,synthetic-00761,2023-02-01,2023-03-03,2024-04-29,1,1
46,6.0,2,29.0,1,synthetic-00762,2023-02-02,2023-03-04,2024-04-29,1,1
45,17.0,5,9.0,0,synthetic-00763,2023-02-03,2023-03-05,2024-04-29,0,0
18,12.0,1,9.0,0,synthetic-00764,2023-02-04,2023-03-06,2024-04-29,0,0
38,12.0,2,19.0,1,synthetic-00765,2023-02-05,2023-03-07,2024-04-29,0,0
30,16.0,0,29.0,1,synthetic-00766,2023-02-06,2023-03-08,2024-04-29,0,0
24,14.0,1,9.0,1,synthetic-00767,2023-02-07,2023-03-09,2024-04-29,0,0
7,,1,19.0,1,synthetic-00768,2023-02-08,2023-03-10,2024-04-29,0,0
19,10.0,0,19.0,0,synthetic-00769,2023-02-09,2023-03-11,2024-04-29,1,1
32,12.0,4,9.0,0,synthetic-00770,2023-02-10,2023-03-12,2024-04-29,1,1
48,11.0,2,19.0,0,synthetic-00771,2023-02-11,2023-03-13,2024-04-29,1,1
1,7.0,1,9.0,1,synthetic-00772,2023-02-12,2023-03-14,2024-04-29,0,0
35,16.0,2,19.0,1,synthetic-00773,2023-02-13,2023-03-15,2024-04-29,0,0
41,11.0,2,29.0,0,synthetic-00774,2023-02-14,2023-03-16,2024-04-29,1,1
46,12.0,1,19.0,1,synthetic-00775,2023-02-15,2023-03-17,2024-04-29,0,0
21,17.0,0,9.0,1,synthetic-00776,2023-02-16,2023-03-18,2024-04-29,0,0
6,13.0,1,29.0,1,synthetic-00777,2023-02-17,2023-03-19,2024-04-29,0,0
14,13.0,0,9.0,1,synthetic-00778,2023-02-18,2023-03-20,2024-04-29,0,0
41,11.0,1,29.0,0,synthetic-00779,2023-02-19,2023-03-21,2024-04-29,1,1
43,13.0,2,29.0,1,synthetic-00780,2023-02-20,2023-03-22,2024-04-29,0,0
31,12.0,1,19.0,0,synthetic-00781,2023-02-21,2023-03-23,2024-04-29,0,0
6,15.0,1,9.0,1,synthetic-00782,2023-02-22,2023-03-24,2024-04-29,1,1
6,8.0,1,29.0,1,synthetic-00783,2023-02-23,2023-03-25,2024-04-29,1,1
23,10.0,1,29.0,1,synthetic-00784,2023-02-24,2023-03-26,2024-04-29,1,1
29,9.0,0,19.0,0,synthetic-00785,2023-02-25,2023-03-27,2024-04-29,0,0
2,9.0,1,29.0,1,synthetic-00786,2023-02-26,2023-03-28,2024-04-29,0,0
33,19.0,1,29.0,1,synthetic-00787,2023-02-27,2023-03-29,2024-04-29,0,0
27,17.0,0,29.0,1,synthetic-00788,2023-02-28,2023-03-30,2024-04-29,0,0
1,16.0,1,9.0,0,synthetic-00789,2023-03-01,2023-03-31,2024-04-29,0,0
5,11.0,3,19.0,0,synthetic-00790,2023-03-02,2023-04-01,2024-04-29,1,1
22,14.0,2,9.0,1,synthetic-00791,2023-03-03,2023-04-02,2024-04-29,0,0
35,11.0,1,9.0,0,synthetic-00792,2023-03-04,2023-04-03,2024-04-29,0,0
40,14.0,2,19.0,1,synthetic-00793,2023-03-05,2023-04-04,2024-04-29,0,0
21,17.0,2,9.0,1,synthetic-00794,2023-03-06,2023-04-05,2024-04-29,0,0
15,8.0,0,9.0,1,synthetic-00795,2023-03-07,2023-04-06,2024-04-29,0,0
47,23.0,0,29.0,0,synthetic-00796,2023-03-08,2023-04-07,2024-04-29,0,0
23,9.0,1,19.0,1,synthetic-00797,2023-03-09,2023-04-08,2024-04-29,0,0
16,16.0,2,19.0,1,synthetic-00798,2023-03-10,2023-04-09,2024-04-29,1,1
22,12.0,0,9.0,1,synthetic-00799,2023-03-11,2023-04-10,2024-04-29,0,0
1,10.0,2,29.0,1,synthetic-00800,2023-03-12,2023-04-11,2024-04-29,1,1
15,8.0,0,19.0,0,synthetic-00801,2023-03-13,2023-04-12,2024-04-29,0,0
25,15.0,1,19.0,0,synthetic-00802,2023-03-14,2023-04-13,2024-04-29,0,0
45,11.0,1,9.0,1,synthetic-00803,2023-03-15,2023-04-14,2024-04-29,0,0
36,12.0,1,9.0,1,synthetic-00804,2023-03-16,2023-04-15,2024-04-29,0,0
38,9.0,0,9.0,1,synthetic-00805,2023-03-17,2023-04-16,2024-04-29,1,1
27,8.0,0,9.0,1,synthetic-00806,2023-03-18,2023-04-17,2024-04-29,1,1
6,14.0,1,29.0,1,synthetic-00807,2023-03-19,2023-04-18,2024-04-29,0,0
19,8.0,0,19.0,0,synthetic-00808,2023-03-20,2023-04-19,2024-04-29,1,1
48,10.0,2,19.0,1,synthetic-00809,2023-03-21,2023-04-20,2024-04-29,0,0
3,9.0,2,29.0,0,synthetic-00810,2023-03-22,2023-04-21,2024-04-29,0,0
43,,2,29.0,1,synthetic-00811,2023-03-23,2023-04-22,2024-04-29,1,1
33,9.0,2,9.0,0,synthetic-00812,2023-03-24,2023-04-23,2024-04-29,0,0
14,16.0,2,19.0,1,synthetic-00813,2023-03-25,2023-04-24,2024-04-29,0,0
38,14.0,1,19.0,0,synthetic-00814,2023-03-26,2023-04-25,2024-04-29,0,0
41,7.0,0,9.0,0,synthetic-00815,2023-03-27,2023-04-26,2024-04-29,1,1
3,11.0,3,29.0,1,synthetic-00816,2023-03-28,2023-04-27,2024-04-29,1,1
6,8.0,1,19.0,0,synthetic-00817,2023-03-29,2023-04-28,2024-04-29,0,0
32,17.0,3,19.0,1,synthetic-00818,2023-03-30,2023-04-29,2024-04-29,0,0
48,15.0,1,19.0,1,synthetic-00819,2023-03-31,2023-04-30,2024-04-29,0,0
2,13.0,1,29.0,1,synthetic-00820,2023-04-01,2023-05-01,2024-04-29,1,1
32,9.0,2,9.0,0,synthetic-00821,2023-04-02,2023-05-02,2024-04-29,0,0
7,7.0,1,19.0,0,synthetic-00822,2023-04-03,2023-05-03,2024-04-29,1,1
32,13.0,0,29.0,1,synthetic-00823,2023-04-04,2023-05-04,2024-04-29,0,0
30,9.0,2,29.0,0,synthetic-00824,2023-04-05,2023-05-05,2024-04-29,0,0
5,14.0,0,19.0,1,synthetic-00825,2023-04-06,2023-05-06,2024-04-29,0,0
33,18.0,1,9.0,1,synthetic-00826,2023-04-07,2023-05-07,2024-04-29,0,0
44,16.0,1,29.0,1,synthetic-00827,2023-04-08,2023-05-08,2024-04-29,0,0
42,16.0,0,29.0,1,synthetic-00828,2023-04-09,2023-05-09,2024-04-29,0,0
2,13.0,1,19.0,1,synthetic-00829,2023-04-10,2023-05-10,2024-04-29,0,0
12,14.0,0,19.0,1,synthetic-00830,2023-04-11,2023-05-11,2024-04-29,0,0
12,7.0,2,19.0,1,synthetic-00831,2023-04-12,2023-05-12,2024-04-29,0,0
22,10.0,0,9.0,1,synthetic-00832,2023-04-13,2023-05-13,2024-04-29,1,1
7,8.0,5,9.0,0,synthetic-00833,2023-04-14,2023-05-14,2024-04-29,1,1
42,14.0,1,29.0,1,synthetic-00834,2023-04-15,2023-05-15,2024-04-29,0,0
38,9.0,3,29.0,0,synthetic-00835,2023-04-16,2023-05-16,2024-04-29,0,0
39,11.0,2,9.0,1,synthetic-00836,2023-04-17,2023-05-17,2024-04-29,1,1
10,10.0,2,19.0,1,synthetic-00837,2023-04-18,2023-05-18,2024-04-29,1,1
1,11.0,3,29.0,1,synthetic-00838,2023-04-19,2023-05-19,2024-04-29,0,0
44,15.0,2,9.0,0,synthetic-00839,2023-04-20,2023-05-20,2024-04-29,1,1
14,9.0,0,9.0,1,synthetic-00840,2023-04-21,2023-05-21,2024-04-29,0,0
32,11.0,3,9.0,1,synthetic-00841,2023-04-22,2023-05-22,2024-04-29,1,1
44,14.0,0,9.0,0,synthetic-00842,2023-04-23,2023-05-23,2024-04-29,0,0
2,13.0,1,19.0,0,synthetic-00843,2023-04-24,2023-05-24,2024-04-29,1,1
1,10.0,1,19.0,1,synthetic-00844,2023-04-25,2023-05-25,2024-04-29,1,1
1,,1,29.0,1,synthetic-00845,2023-04-26,2023-05-26,2024-04-29,1,1
8,11.0,2,29.0,1,synthetic-00846,2023-04-27,2023-05-27,2024-04-29,0,0
3,9.0,2,29.0,1,synthetic-00847,2023-04-28,2023-05-28,2024-04-29,1,1
40,9.0,0,29.0,0,synthetic-00848,2023-04-29,2023-05-29,2024-04-29,0,0
30,15.0,1,29.0,1,synthetic-00849,2023-04-30,2023-05-30,2024-04-29,0,0
48,11.0,2,19.0,1,synthetic-00850,2023-05-01,2023-05-31,2024-04-29,0,0
39,,3,29.0,1,synthetic-00851,2023-05-02,2023-06-01,2024-04-29,0,0
47,14.0,1,9.0,1,synthetic-00852,2023-05-03,2023-06-02,2024-04-29,0,0
12,15.0,0,29.0,0,synthetic-00853,2023-05-04,2023-06-03,2024-04-29,0,0
14,11.0,1,9.0,1,synthetic-00854,2023-05-05,2023-06-04,2024-04-29,0,0
41,10.0,0,19.0,1,synthetic-00855,2023-05-06,2023-06-05,2024-04-29,0,0
12,11.0,1,9.0,1,synthetic-00856,2023-05-07,2023-06-06,2024-04-29,0,0
3,11.0,1,19.0,1,synthetic-00857,2023-05-08,2023-06-07,2024-04-29,0,0
33,18.0,1,29.0,1,synthetic-00858,2023-05-09,2023-06-08,2024-04-29,0,0
39,13.0,2,9.0,1,synthetic-00859,2023-05-10,2023-06-09,2024-04-29,0,0
47,7.0,1,19.0,1,synthetic-00860,2023-05-11,2023-06-10,2024-04-29,1,1
45,9.0,1,9.0,0,synthetic-00861,2023-05-12,2023-06-11,2024-04-29,0,0
6,12.0,1,9.0,0,synthetic-00862,2023-05-13,2023-06-12,2024-04-29,0,0
38,8.0,2,19.0,0,synthetic-00863,2023-05-14,2023-06-13,2024-04-29,0,0
41,12.0,1,19.0,1,synthetic-00864,2023-05-15,2023-06-14,2024-04-29,0,0
34,12.0,0,9.0,1,synthetic-00865,2023-05-16,2023-06-15,2024-04-29,0,0
40,7.0,2,19.0,1,synthetic-00866,2023-05-17,2023-06-16,2024-04-29,0,0
41,13.0,2,29.0,0,synthetic-00867,2023-05-18,2023-06-17,2024-04-29,0,0
22,23.0,1,19.0,1,synthetic-00868,2023-05-19,2023-06-18,2024-04-29,0,0
2,13.0,0,29.0,1,synthetic-00869,2023-05-20,2023-06-19,2024-04-29,0,0
22,11.0,1,29.0,1,synthetic-00870,2023-05-21,2023-06-20,2024-04-29,0,0
10,10.0,4,19.0,1,synthetic-00871,2023-05-22,2023-06-21,2024-04-29,0,0
6,22.0,1,19.0,0,synthetic-00872,2023-05-23,2023-06-22,2024-04-29,0,0
6,18.0,2,29.0,0,synthetic-00873,2023-05-24,2023-06-23,2024-04-29,0,0
34,14.0,2,19.0,1,synthetic-00874,2023-05-25,2023-06-24,2024-04-29,0,0
25,12.0,2,19.0,0,synthetic-00875,2023-05-26,2023-06-25,2024-04-29,0,0
26,11.0,1,9.0,1,synthetic-00876,2023-05-27,2023-06-26,2024-04-29,0,0
36,9.0,0,9.0,1,synthetic-00877,2023-05-28,2023-06-27,2024-04-29,0,0
27,8.0,0,9.0,1,synthetic-00878,2023-05-29,2023-06-28,2024-04-29,0,0
31,5.0,0,19.0,0,synthetic-00879,2023-05-30,2023-06-29,2024-04-29,0,0
5,14.0,3,29.0,1,synthetic-00880,2023-05-31,2023-06-30,2024-04-29,0,0
41,10.0,3,9.0,1,synthetic-00881,2023-06-01,2023-07-01,2024-04-29,0,0
22,13.0,0,9.0,0,synthetic-00882,2023-06-02,2023-07-02,2024-04-29,0,0
8,12.0,2,9.0,1,synthetic-00883,2023-06-03,2023-07-03,2024-04-29,1,1
40,14.0,1,19.0,1,synthetic-00884,2023-06-04,2023-07-04,2024-04-29,0,0
36,10.0,0,9.0,1,synthetic-00885,2023-06-05,2023-07-05,2024-04-29,0,0
3,9.0,2,9.0,0,synthetic-00886,2023-06-06,2023-07-06,2024-04-29,1,1
10,15.0,2,9.0,0,synthetic-00887,2023-06-07,2023-07-07,2024-04-29,1,1
